Replicate.Name,Molecule.List.Name,Molecule.Name,Precursor.Mz,Total Area
06_32,molecules1,GBT,118.4,2511938
06_33,molecules1,GBT,118.4,3067862
06_34,molecules1,GBT,118.4,2862916
07_36,molecules1,GBT,118.4,688137
07_37,molecules1,GBT,118.4,956073
07_38,molecules1,GBT,118.4,948501
08_40,molecules1,GBT,118.4,461941
08_41,molecules1,GBT,118.4,402393
08_42,molecules1,GBT,118.4,378316
09_47,molecules1,GBT,118.4,1381779
09_48,molecules1,GBT,118.4,1501776
09_49,molecules1,GBT,118.4,1208665
10_51,molecules1,GBT,118.4,896068
10_52,molecules1,GBT,118.4,888949
10_53,molecules1,GBT,118.4,3249999
11_55,molecules1,GBT,118.4,8330730
11_56,molecules1,GBT,118.4,7856759
11_57,molecules1,GBT,118.4,7729950
12_59,molecules1,GBT,118.4,2646219
12_60,molecules1,GBT,118.4,3413910
12_61,molecules1,GBT,118.4,2149371
13_63,molecules1,GBT,118.4,878455
13_64,molecules1,GBT,118.4,723278
13_65,molecules1,GBT,118.4,829181
14_67,molecules1,GBT,118.4,441329
14_68,molecules1,GBT,118.4,471961
14_69,molecules1,GBT,118.4,435426
15_71,molecules1,GBT,118.4,1474506
15_72,molecules1,GBT,118.4,1211366
15_73,molecules1,GBT,118.4,1154027
16_75,molecules1,GBT,118.4,2032662
16_76,molecules1,GBT,118.4,2054130
16_77,molecules1,GBT,118.4,1714850
17_82,molecules1,GBT,118.4,3987745
17_83,molecules1,GBT,118.4,3924018
17_84,molecules1,GBT,118.4,4184918
18_86,molecules1,GBT,118.4,719660
18_87,molecules1,GBT,118.4,512072
18_88,molecules1,GBT,118.4,710875
19_90,molecules1,GBT,118.4,1131323
19_91,molecules1,GBT,118.4,866761
19_92,molecules1,GBT,118.4,1078497
20_94,molecules1,GBT,118.4,949405
20_95,molecules1,GBT,118.4,754300
20_96,molecules1,GBT,118.4,945177
21_100,molecules1,GBT,118.4,3004432
21_98,molecules1,GBT,118.4,2853557
21_99,molecules1,GBT,118.4,2965360
22_102,molecules1,GBT,118.4,631058
22_103,molecules1,GBT,118.4,801833
22_104,molecules1,GBT,118.4,762318
23_106,molecules1,GBT,118.4,382673
23_107,molecules1,GBT,118.4,398266
23_108,molecules1,GBT,118.4,410749
24_110,molecules1,GBT,118.4,4079582
24_111,molecules1,GBT,118.4,5389249
24_112,molecules1,GBT,118.4,3797093
25_117,molecules1,GBT,118.4,1986974
25_118,molecules1,GBT,118.4,1802252
25_119,molecules1,GBT,118.4,4031311
26_121,molecules1,GBT,118.4,607329
26_122,molecules1,GBT,118.4,565530
26_123,molecules1,GBT,118.4,2629279
27_125,molecules1,GBT,118.4,1626440
27_126,molecules1,GBT,118.4,1906272
27_127,molecules1,GBT,118.4,1979150
28_129,molecules1,GBT,118.4,3145501
28_130,molecules1,GBT,118.4,3961959
28_131,molecules1,GBT,118.4,3394248
29_133,molecules1,GBT,118.4,609632
29_134,molecules1,GBT,118.4,546201
29_135,molecules1,GBT,118.4,565985
30_137,molecules1,GBT,118.4,1120012
30_138,molecules1,GBT,118.4,1153559
30_139,molecules1,GBT,118.4,1155164
ER3_149_2fdQC_08,molecules1,B3,123.1,164131
ER3_149_2fdQC_09,molecules1,B3,123.1,321722
ER3_149_2fdQC_44,molecules1,B3,123.1,176395
2fdQC_79,molecules1,B3,123.1,143078
2fdQC_114,molecules1,B3,123.1,147496
2fdQC_142,molecules1,B3,123.1,62692
01_12,molecules1,B3,123.1,205018
01_13,molecules1,B3,123.1,365874
01_14,molecules1,B3,123.1,170929
02_16,molecules1,B3,123.1,252633
02_17,molecules1,B3,123.1,162717
02_18,molecules1,B3,123.1,352391
03_20,molecules1,B3,123.1,663499
03_21,molecules1,B3,123.1,672303
03_22,molecules1,B3,123.1,620091
04_24,molecules1,B3,123.1,137165
04_25,molecules1,B3,123.1,248821
04_26,molecules1,B3,123.1,126536
05_28,molecules1,B3,123.1,190746
05_29,molecules1,B3,123.1,187128
05_30,molecules1,B3,123.1,380778
06_32,molecules1,B3,123.1,401808
06_33,molecules1,B3,123.1,414434
06_34,molecules1,B3,123.1,466235
07_36,molecules1,B3,123.1,103369
07_37,molecules1,B3,123.1,78593
07_38,molecules1,B3,123.1,93167
08_40,molecules1,B3,123.1,282129
08_41,molecules1,B3,123.1,202631
08_42,molecules1,B3,123.1,180368
09_47,molecules1,B3,123.1,154508
09_48,molecules1,B3,123.1,115518
09_49,molecules1,B3,123.1,132597
10_51,molecules1,B3,123.1,164690
10_52,molecules1,B3,123.1,159264
10_53,molecules1,B3,123.1,381902
11_55,molecules1,B3,123.1,1180903
11_56,molecules1,B3,123.1,1235544
11_57,molecules1,B3,123.1,1111365
12_59,molecules1,B3,123.1,1468837
12_60,molecules1,B3,123.1,1087906
12_61,molecules1,B3,123.1,1203916
13_63,molecules1,B3,123.1,161564
13_64,molecules1,B3,123.1,188217
13_65,molecules1,B3,123.1,213490
14_67,molecules1,B3,123.1,227109
14_68,molecules1,B3,123.1,197619
14_69,molecules1,B3,123.1,209006
15_71,molecules1,B3,123.1,381288
15_72,molecules1,B3,123.1,402307
15_73,molecules1,B3,123.1,388244
16_75,molecules1,B3,123.1,788447
16_76,molecules1,B3,123.1,653170
16_77,molecules1,B3,123.1,531493
17_82,molecules1,B3,123.1,890688
17_83,molecules1,B3,123.1,837212
17_84,molecules1,B3,123.1,870513
18_86,molecules1,B3,123.1,133007
18_87,molecules1,B3,123.1,138620
18_88,molecules1,B3,123.1,97522
19_90,molecules1,B3,123.1,133553
19_91,molecules1,B3,123.1,140876
19_92,molecules1,B3,123.1,148894
20_94,molecules1,B3,123.1,99597
20_95,molecules1,B3,123.1,92009
20_96,molecules1,B3,123.1,118801
21_100,molecules1,B3,123.1,586154
21_98,molecules1,B3,123.1,715445
21_99,molecules1,B3,123.1,578234
22_102,molecules1,B3,123.1,131548
22_103,molecules1,B3,123.1,140840
22_104,molecules1,B3,123.1,124805
23_106,molecules1,B3,123.1,137238
23_107,molecules1,B3,123.1,147622
23_108,molecules1,B3,123.1,138777
24_110,molecules1,B3,123.1,617420
24_111,molecules1,B3,123.1,509467
24_112,molecules1,B3,123.1,489062
25_117,molecules1,B3,123.1,1067793
25_118,molecules1,B3,123.1,1062610
25_119,molecules1,B3,123.1,1524235
26_121,molecules1,B3,123.1,75162
26_122,molecules1,B3,123.1,90612
26_123,molecules1,B3,123.1,305556
27_125,molecules1,B3,123.1,817113
27_126,molecules1,B3,123.1,717544
27_127,molecules1,B3,123.1,680487
28_129,molecules1,B3,123.1,446247
28_130,molecules1,B3,123.1,376071
28_131,molecules1,B3,123.1,340287
29_133,molecules1,B3,123.1,97646
29_134,molecules1,B3,123.1,112083
29_135,molecules1,B3,123.1,87307
30_137,molecules1,B3,123.1,185828
30_138,molecules1,B3,123.1,134442
30_139,molecules1,B3,123.1,146909
ER3_149_2fdQC_08,molecules1,DMSP,135,1232075
ER3_149_2fdQC_09,molecules1,DMSP,135,34603
ER3_149_2fdQC_44,molecules1,DMSP,135,694720
2fdQC_79,molecules1,DMSP,135,455741
2fdQC_114,molecules1,DMSP,135,446901
2fdQC_142,molecules1,DMSP,135,279871
01_12,molecules1,DMSP,135,218706
01_13,molecules1,DMSP,135,362603
01_14,molecules1,DMSP,135,246442
02_16,molecules1,DMSP,135,1641773
02_17,molecules1,DMSP,135,1215437
02_18,molecules1,DMSP,135,1604302
03_20,molecules1,DMSP,135,655340
03_21,molecules1,DMSP,135,640407
03_22,molecules1,DMSP,135,600032
04_24,molecules1,DMSP,135,697156
04_25,molecules1,DMSP,135,1402031
04_26,molecules1,DMSP,135,894968
05_28,molecules1,DMSP,135,1237891
05_29,molecules1,DMSP,135,1538368
05_30,molecules1,DMSP,135,2032327
06_32,molecules1,DMSP,135,1021846
06_33,molecules1,DMSP,135,992049
06_34,molecules1,DMSP,135,932232
07_36,molecules1,DMSP,135,491034
07_37,molecules1,DMSP,135,548068
07_38,molecules1,DMSP,135,518455
08_40,molecules1,DMSP,135,200234
08_41,molecules1,DMSP,135,231000
08_42,molecules1,DMSP,135,215456
09_47,molecules1,DMSP,135,732522
09_48,molecules1,DMSP,135,746454
09_49,molecules1,DMSP,135,787624
10_51,molecules1,DMSP,135,677641
10_52,molecules1,DMSP,135,800053
10_53,molecules1,DMSP,135,1610344
11_55,molecules1,DMSP,135,4172135
11_56,molecules1,DMSP,135,4502450
11_57,molecules1,DMSP,135,4595038
12_59,molecules1,DMSP,135,1733655
12_60,molecules1,DMSP,135,1509199
12_61,molecules1,DMSP,135,2071191
13_63,molecules1,DMSP,135,199124
13_64,molecules1,DMSP,135,180923
13_65,molecules1,DMSP,135,193020
14_67,molecules1,DMSP,135,214356
14_68,molecules1,DMSP,135,231316
14_69,molecules1,DMSP,135,250552
15_71,molecules1,DMSP,135,1262863
15_72,molecules1,DMSP,135,1200197
15_73,molecules1,DMSP,135,1237675
16_75,molecules1,DMSP,135,1450031
16_76,molecules1,DMSP,135,1961558
16_77,molecules1,DMSP,135,1339853
17_82,molecules1,DMSP,135,2351052
17_83,molecules1,DMSP,135,2426731
17_84,molecules1,DMSP,135,1799801
18_86,molecules1,DMSP,135,555777
18_87,molecules1,DMSP,135,319111
18_88,molecules1,DMSP,135,609498
19_90,molecules1,DMSP,135,579506
19_91,molecules1,DMSP,135,755643
19_92,molecules1,DMSP,135,766197
20_94,molecules1,DMSP,135,547361
20_95,molecules1,DMSP,135,381275
20_96,molecules1,DMSP,135,414488
21_100,molecules1,DMSP,135,2146504
21_98,molecules1,DMSP,135,3492760
21_99,molecules1,DMSP,135,2587222
22_102,molecules1,DMSP,135,429044
22_103,molecules1,DMSP,135,487946
22_104,molecules1,DMSP,135,575020
23_106,molecules1,DMSP,135,184204
23_107,molecules1,DMSP,135,186760
23_108,molecules1,DMSP,135,229094
24_110,molecules1,DMSP,135,1818258
24_111,molecules1,DMSP,135,298558
24_112,molecules1,DMSP,135,1576387
25_117,molecules1,DMSP,135,1853916
25_118,molecules1,DMSP,135,1850234
25_119,molecules1,DMSP,135,2289913
26_121,molecules1,DMSP,135,470800
26_122,molecules1,DMSP,135,670304
26_123,molecules1,DMSP,135,1305850
27_125,molecules1,DMSP,135,1551111
27_126,molecules1,DMSP,135,1347679
27_127,molecules1,DMSP,135,1468024
28_129,molecules1,DMSP,135,1261036
28_130,molecules1,DMSP,135,997996
28_131,molecules1,DMSP,135,883169
29_133,molecules1,DMSP,135,132886
29_134,molecules1,DMSP,135,153722
29_135,molecules1,DMSP,135,179798
30_137,molecules1,DMSP,135,409384
30_138,molecules1,DMSP,135,586947
30_139,molecules1,DMSP,135,883399
ER3_149_2fdQC_08,molecules1,Homarine,138.1,16225612
ER3_149_2fdQC_09,molecules1,Homarine,138.1,31743330
ER3_149_2fdQC_44,molecules1,Homarine,138.1,3998526
2fdQC_79,molecules1,Homarine,138.1,6159055
2fdQC_114,molecules1,Homarine,138.1,5771677
2fdQC_142,molecules1,Homarine,138.1,5401761
01_12,molecules1,Homarine,138.1,21089610
01_13,molecules1,Homarine,138.1,24389662
01_14,molecules1,Homarine,138.1,13361150
02_16,molecules1,Homarine,138.1,24079094
02_17,molecules1,Homarine,138.1,9791362
02_18,molecules1,Homarine,138.1,26488744
03_20,molecules1,Homarine,138.1,18401530
03_21,molecules1,Homarine,138.1,18713566
03_22,molecules1,Homarine,138.1,17921078
04_24,molecules1,Homarine,138.1,7186051
04_25,molecules1,Homarine,138.1,22708610
04_26,molecules1,Homarine,138.1,10593637
05_28,molecules1,Homarine,138.1,9920600
05_29,molecules1,Homarine,138.1,14157052
05_30,molecules1,Homarine,138.1,31605278
06_32,molecules1,Homarine,138.1,15932245
06_33,molecules1,Homarine,138.1,17501408
06_34,molecules1,Homarine,138.1,16022688
07_36,molecules1,Homarine,138.1,4584465
07_37,molecules1,Homarine,138.1,4807753
07_38,molecules1,Homarine,138.1,4466497
08_40,molecules1,Homarine,138.1,8323044
08_41,molecules1,Homarine,138.1,7696342
08_42,molecules1,Homarine,138.1,7918146
09_47,molecules1,Homarine,138.1,7812921
09_48,molecules1,Homarine,138.1,8331014
09_49,molecules1,Homarine,138.1,7602643
10_51,molecules1,Homarine,138.1,7510560
10_52,molecules1,Homarine,138.1,7993816
10_53,molecules1,Homarine,138.1,35416236
11_55,molecules1,Homarine,138.1,32993406
11_56,molecules1,Homarine,138.1,32500038
11_57,molecules1,Homarine,138.1,31076472
12_59,molecules1,Homarine,138.1,34338532
12_60,molecules1,Homarine,138.1,83281712
12_61,molecules1,Homarine,138.1,30130446
13_63,molecules1,Homarine,138.1,8311887
13_64,molecules1,Homarine,138.1,7351961
13_65,molecules1,Homarine,138.1,8185800
14_67,molecules1,Homarine,138.1,7807807
14_68,molecules1,Homarine,138.1,9117738
14_69,molecules1,Homarine,138.1,9157310
15_71,molecules1,Homarine,138.1,14382237
15_72,molecules1,Homarine,138.1,15281667
15_73,molecules1,Homarine,138.1,16254886
16_75,molecules1,Homarine,138.1,68129680
16_76,molecules1,Homarine,138.1,30189402
16_77,molecules1,Homarine,138.1,32215794
17_82,molecules1,Homarine,138.1,46268096
17_83,molecules1,Homarine,138.1,22687894
17_84,molecules1,Homarine,138.1,19477788
18_86,molecules1,Homarine,138.1,4344757
18_87,molecules1,Homarine,138.1,4512078
18_88,molecules1,Homarine,138.1,4619766
19_90,molecules1,Homarine,138.1,5539137
19_91,molecules1,Homarine,138.1,4532005
19_92,molecules1,Homarine,138.1,6313878
20_94,molecules1,Homarine,138.1,4175410
20_95,molecules1,Homarine,138.1,5526653
20_96,molecules1,Homarine,138.1,6440546
21_100,molecules1,Homarine,138.1,17208508
21_98,molecules1,Homarine,138.1,17071668
21_99,molecules1,Homarine,138.1,18315384
22_102,molecules1,Homarine,138.1,4943963
22_103,molecules1,Homarine,138.1,4595869
22_104,molecules1,Homarine,138.1,4307473
23_106,molecules1,Homarine,138.1,5060116
23_107,molecules1,Homarine,138.1,6409787
23_108,molecules1,Homarine,138.1,6927431
24_110,molecules1,Homarine,138.1,12419924
24_111,molecules1,Homarine,138.1,41355732
24_112,molecules1,Homarine,138.1,12760956
25_117,molecules1,Homarine,138.1,26586408
25_118,molecules1,Homarine,138.1,24623792
25_119,molecules1,Homarine,138.1,95250352
26_121,molecules1,Homarine,138.1,3861975
26_122,molecules1,Homarine,138.1,4582952
26_123,molecules1,Homarine,138.1,28624050
27_125,molecules1,Homarine,138.1,17734098
27_126,molecules1,Homarine,138.1,16476342
27_127,molecules1,Homarine,138.1,17692658
28_129,molecules1,Homarine,138.1,10059414
28_130,molecules1,Homarine,138.1,14814035
28_131,molecules1,Homarine,138.1,13935031
29_133,molecules1,Homarine,138.1,5357942
29_134,molecules1,Homarine,138.1,6798203
29_135,molecules1,Homarine,138.1,7847546
30_137,molecules1,Homarine,138.1,6199026
30_138,molecules1,Homarine,138.1,8445685
30_139,molecules1,Homarine,138.1,6050135
ER3_65_QC2_07,molecules1,HMP,140.1,34952
ER3_65_QC2_22,molecules1,HMP,140.1,48081
ER3_149_2fdQC_08,molecules1,HMP,140.1,152953
ER3_149_2fdQC_09,molecules1,HMP,140.1,145985
ER3_149_2fdQC_44,molecules1,HMP,140.1,125078
2fdQC_79,molecules1,HMP,140.1,66089
2fdQC_114,molecules1,HMP,140.1,178945
2fdQC_142,molecules1,HMP,140.1,176504
01_12,molecules1,HMP,140.1,105566
01_13,molecules1,HMP,140.1,118424
01_14,molecules1,HMP,140.1,188545
02_16,molecules1,HMP,140.1,157397
02_17,molecules1,HMP,140.1,272319
02_18,molecules1,HMP,140.1,72032
03_20,molecules1,HMP,140.1,158333
03_21,molecules1,HMP,140.1,191202
03_22,molecules1,HMP,140.1,248090
04_24,molecules1,HMP,140.1,238868
04_25,molecules1,HMP,140.1,164345
04_26,molecules1,HMP,140.1,105894
05_28,molecules1,HMP,140.1,205881
05_29,molecules1,HMP,140.1,240035
05_30,molecules1,HMP,140.1,157880
06_32,molecules1,HMP,140.1,289933
06_33,molecules1,HMP,140.1,315855
06_34,molecules1,HMP,140.1,174482
07_36,molecules1,HMP,140.1,211943
07_37,molecules1,HMP,140.1,141886
07_38,molecules1,HMP,140.1,213398
08_40,molecules1,HMP,140.1,167535
08_41,molecules1,HMP,140.1,135021
08_42,molecules1,HMP,140.1,167355
09_47,molecules1,HMP,140.1,164823
09_48,molecules1,HMP,140.1,190268
09_49,molecules1,HMP,140.1,189650
10_51,molecules1,HMP,140.1,160441
10_52,molecules1,HMP,140.1,151163
10_53,molecules1,HMP,140.1,179631
11_55,molecules1,HMP,140.1,393730
11_56,molecules1,HMP,140.1,426302
11_57,molecules1,HMP,140.1,445302
12_59,molecules1,HMP,140.1,253584
12_60,molecules1,HMP,140.1,161456
12_61,molecules1,HMP,140.1,221711
13_63,molecules1,HMP,140.1,189494
13_64,molecules1,HMP,140.1,200124
13_65,molecules1,HMP,140.1,181092
14_67,molecules1,HMP,140.1,149463
14_68,molecules1,HMP,140.1,144754
14_69,molecules1,HMP,140.1,145842
15_71,molecules1,HMP,140.1,114295
15_72,molecules1,HMP,140.1,183201
15_73,molecules1,HMP,140.1,210465
16_75,molecules1,HMP,140.1,165627
16_76,molecules1,HMP,140.1,263788
16_77,molecules1,HMP,140.1,206996
17_82,molecules1,HMP,140.1,367969
17_83,molecules1,HMP,140.1,371976
17_84,molecules1,HMP,140.1,369493
18_86,molecules1,HMP,140.1,194685
18_87,molecules1,HMP,140.1,152583
18_88,molecules1,HMP,140.1,231763
19_90,molecules1,HMP,140.1,162918
19_91,molecules1,HMP,140.1,152162
19_92,molecules1,HMP,140.1,258801
20_94,molecules1,HMP,140.1,155194
20_95,molecules1,HMP,140.1,195884
20_96,molecules1,HMP,140.1,108996
21_100,molecules1,HMP,140.1,312224
21_98,molecules1,HMP,140.1,338172
21_99,molecules1,HMP,140.1,153036
22_102,molecules1,HMP,140.1,164244
22_103,molecules1,HMP,140.1,184458
22_104,molecules1,HMP,140.1,180824
23_106,molecules1,HMP,140.1,169170
23_107,molecules1,HMP,140.1,142997
23_108,molecules1,HMP,140.1,124745
24_110,molecules1,HMP,140.1,289257
24_111,molecules1,HMP,140.1,214244
24_112,molecules1,HMP,140.1,319483
25_117,molecules1,HMP,140.1,244710
25_118,molecules1,HMP,140.1,191625
25_119,molecules1,HMP,140.1,109409
26_121,molecules1,HMP,140.1,51604
26_122,molecules1,HMP,140.1,122296
26_123,molecules1,HMP,140.1,221032
27_125,molecules1,HMP,140.1,261045
27_126,molecules1,HMP,140.1,240479
27_127,molecules1,HMP,140.1,91933
28_129,molecules1,HMP,140.1,219254
28_130,molecules1,HMP,140.1,291566
28_131,molecules1,HMP,140.1,304775
29_133,molecules1,HMP,140.1,145737
29_134,molecules1,HMP,140.1,105107
29_135,molecules1,HMP,140.1,173247
30_137,molecules1,HMP,140.1,236605
30_138,molecules1,HMP,140.1,190494
30_139,molecules1,HMP,140.1,291911
ER3_65_QC2_07,molecules1,HET,144.1,11293
ER3_65_QC2_22,molecules1,HET,144.1,592
ER3_149_2fdQC_08,molecules1,HET,144.1,8046
ER3_149_2fdQC_09,molecules1,HET,144.1,19288
ER3_149_2fdQC_44,molecules1,HET,144.1,11328
2fdQC_79,molecules1,HET,144.1,8467
2fdQC_114,molecules1,HET,144.1,8393
2fdQC_142,molecules1,HET,144.1,8537
01_12,molecules1,HET,144.1,14943
01_13,molecules1,HET,144.1,17632
01_14,molecules1,HET,144.1,14319
02_16,molecules1,HET,144.1,17613
02_17,molecules1,HET,144.1,10161
02_18,molecules1,HET,144.1,23020
03_20,molecules1,HET,144.1,3297
03_21,molecules1,HET,144.1,5387
03_22,molecules1,HET,144.1,7646
04_24,molecules1,HET,144.1,14673
04_25,molecules1,HET,144.1,16084
04_26,molecules1,HET,144.1,11948
05_28,molecules1,HET,144.1,7750
05_29,molecules1,HET,144.1,13028
05_30,molecules1,HET,144.1,12998
06_32,molecules1,HET,144.1,7033
06_33,molecules1,HET,144.1,6774
06_34,molecules1,HET,144.1,7580
07_36,molecules1,HET,144.1,14319
07_37,molecules1,HET,144.1,11336
07_38,molecules1,HET,144.1,14533
08_40,molecules1,HET,144.1,12388
08_41,molecules1,HET,144.1,17130
08_42,molecules1,HET,144.1,11970
09_47,molecules1,HET,144.1,13095
09_48,molecules1,HET,144.1,14018
09_49,molecules1,HET,144.1,17959
10_51,molecules1,HET,144.1,10746
10_52,molecules1,HET,144.1,9823
10_53,molecules1,HET,144.1,10084
11_55,molecules1,HET,144.1,7082
11_56,molecules1,HET,144.1,6996
11_57,molecules1,HET,144.1,11993
12_59,molecules1,HET,144.1,5240
12_60,molecules1,HET,144.1,7325
12_61,molecules1,HET,144.1,9523
13_63,molecules1,HET,144.1,13375
13_64,molecules1,HET,144.1,15349
13_65,molecules1,HET,144.1,15148
14_67,molecules1,HET,144.1,6735
14_68,molecules1,HET,144.1,11239
14_69,molecules1,HET,144.1,13211
15_71,molecules1,HET,144.1,8144
15_72,molecules1,HET,144.1,8571
15_73,molecules1,HET,144.1,4354
16_75,molecules1,HET,144.1,2382
16_76,molecules1,HET,144.1,8739
16_77,molecules1,HET,144.1,3552
17_82,molecules1,HET,144.1,8560
17_83,molecules1,HET,144.1,12095
17_84,molecules1,HET,144.1,12482
18_86,molecules1,HET,144.1,20003
18_87,molecules1,HET,144.1,16115
18_88,molecules1,HET,144.1,16185
19_90,molecules1,HET,144.1,18564
19_91,molecules1,HET,144.1,11256
19_92,molecules1,HET,144.1,13380
20_94,molecules1,HET,144.1,6833
20_95,molecules1,HET,144.1,3002
20_96,molecules1,HET,144.1,6668
21_100,molecules1,HET,144.1,9460
21_98,molecules1,HET,144.1,14283
21_99,molecules1,HET,144.1,14952
22_102,molecules1,HET,144.1,17668
22_103,molecules1,HET,144.1,12071
22_104,molecules1,HET,144.1,13030
23_106,molecules1,HET,144.1,11254
23_107,molecules1,HET,144.1,11003
23_108,molecules1,HET,144.1,17287
24_110,molecules1,HET,144.1,5646
24_111,molecules1,HET,144.1,7989
24_112,molecules1,HET,144.1,3901
25_117,molecules1,HET,144.1,11921
25_118,molecules1,HET,144.1,12950
25_119,molecules1,HET,144.1,10101
26_121,molecules1,HET,144.1,14906
26_122,molecules1,HET,144.1,16462
26_123,molecules1,HET,144.1,20598
27_125,molecules1,HET,144.1,5138
27_126,molecules1,HET,144.1,3926
27_127,molecules1,HET,144.1,2377
28_129,molecules1,HET,144.1,9110
28_130,molecules1,HET,144.1,8997
28_131,molecules1,HET,144.1,9047
29_133,molecules1,HET,144.1,8505
29_134,molecules1,HET,144.1,7042
29_135,molecules1,HET,144.1,12039
30_137,molecules1,HET,144.1,17934
